Tweets,Positive,Negative
"تمام منصوبے پہلے آنے والی حکومتوں نے ہی متعارف کروائے، ماسوائے سیٹیزن پورٹل کے انہوں نے بس تختیاں ہی چ… ",,no
سب ڈرامےبازی ھےکشمیرکامکمل سوداکردیاگیاھے کچھ دن کےبعد سب بھول جاۓگےکشمیرمیں کیاھورہاھےدن سےوہاں پرکرفیوھےاقوم مت… ,,no
گل مک گئی اے ۔ ہون بکواس کرنا ضروری سی یا عادتوں مجوراو ,,no
جب کوئ پاک فوج پر بکواس کرتا یے تو ان شہیدوں کے لواحقین پر کیا گزرتی ہوگی ۔۔۔۔۔ عقل اور دل کے اندھوں کو شاید اس تصو… ,,no
"شاہیں،غوری،ابدالی،اللہ کے کرم کے بعد دفعائی بجٹ کا کمال ہے،اللہ کا شکر ادا کریں،ا… ",,no
کچھ لوگ تحریک لبّیک پاکستان کے پیچھے گالی بد دعا کر رہے ہیں ۔۔۔۔۔۔ کیوں کے لبّیک والے حق ب… ,,no
اسلام علیکم دوستوآپ لوگ دشمن کیخلاف جہادکررہےہوکلمہ حق لکھ کردشمن کومنہ توڑجواب دےکراسکی صفوں میں ہلچل مچادی آپ لوگ… ,,no
حکمران اب بھی یہى بکواس کر رہے ہیں کہ اگر هم جنگ ہار گئے تو ؟ ,,no
لیکن یہ مسلمان کاموقف نہیں ,,no
ایک سال ہوگیا Pti کی حکومت کو ۔ ان سے کار کردگی کا پوچھو تو ان کا جواب بکواس کی صورت میں ہوتا ہے۔ اوریا مقبول ,,no
 شہبازکےخلاف بکواس نامنظور ,,no
اس گھٹیا ترین زہنیت کی بس مزمت ہی کی جا سکتی ہے ,,no
پنجاب سے لوگوں کو منتخب کرنے والے میرے… ,,no
بکواس بند کر اپنی اور گندے پانی منہ دھو جا کے ,,no
یہ کیا بکواس بکتے ہو ,,no
جس ملک سے لاکھوں کماتے اسی کے قانون کے ساتھ کھیلتے۔ ان کی تمام برانچز بند کرکے عبرت کا نشان بنانا چاہیے ,,no
"يا اللہ جو بھی حکمران رہے، ان معصوم بچوں کا حساب ان سے ليں، چاھے وہ وزير اعظم تھا يا کونسلر ان سبکو اسی جہان ميں ع… ",,no
"بھائی ان کی سب دوکانوں کو سیل کرو ۔ ان کی بدماشی نکالو، یہ لوگ ایک روپے کا بھی ٹیکس نہیں دیتے اور روزانہ لاکھوں روپ… ",,no
"جب اپنے جرائم کا ارتکاب کر لیا، اور جرائم بھی وہ، جو آج تک پاکستان کی تاریخ میں جس نے بھی کیے اسے نشان عبرت بنادیا… ",,no
کوئی بتائے گا کہ ہمارے قمر درد والے شیر نے بکنے والے سینیٹرز کو نشان عبرت بنانے کا جو اعلان کیا تھا اسکا کیا بنا ,,no
ڈاکٹر فوزیہ نےاللہﷻ کا کتاب جلایا اللہﷻ انکو دنیا میں سب لوگوں کے سامنے نشان عبرت بنائیں فوزیہ تم انسان نہیں درندے… ,,no
فرق جان کر جیو ,,no
ایک طرف دھرتی کے بہادر سپوت نوجوان نے جان کا نذرانہ دے کر اپنے جہاز کو وطن دشمنوں کے پاس نہیں جانے… ,,no
اس لڑکی کو جو بھی کہئے کم ہے ,,no
بس ہم اللہ سے یہ دعا کرتے ہے کہ یا اللہ اس کو نشان عبرت بنا دے اور اس کو ایسی سزا د… ,,no
فوزیہ نامی لعنتی عورت پر لعنت بھیجنے کے سوا میرے پاس الفاظ نہیں ہے ,,no
دوستو یہ رنڈی اس قابل نہیں کہ اسکے بکواس سنو,,no
میں مج آرمی چیف کی مدت ملازمت میں توسیع کا خیر مقدم۔کرتا ھوں ۔ اور اس غیرت شخص پر بھیجتا ھوں جو… ,,no
سر اس حرام زادے غدار کی بکواس پڑھ لے اس کا تو کوئی بندوبست کرے ,,no
جو لوگ بکواس کرتے تھے کہ ابا بچاو مہم شروع ہوئ ہے انکو مبارک ہو آج ابا کو انکے لیڈر نے بچا لیا کیسے نہ بچاتا خود بھ… ,,no
اوکے۔۔۔ اب کوئی مجھے سمجھائے کہ اس حکومتی بکواس کو کہاں دفنانا ہے ؟ ,,no
"گزشتہ سال سے آئے روز حکومت، ریاست، فوج و عدلیہ کیخلاف بکواس؟ آج پاکستان کے تمام بحرانوں کی زمدار چوراپوزیشن… ",,no
صرف ٹویٹر پہ بکواس کرنا ہی آسان ہے ,,no
"اسی فوج کی وجہ سے تم جیسے غدار بکواس کرنے کے قابل ہیں، ورنہ انڈیا کب کے تمھارے پرخچے اڑا چکا ہوتا ",,no
کاشف عباسی اپنے پروگرام میں کہتا ھے کہ جو پیچھے سے حکومت چلاتے ھیں۔۔ان کو سوچنا چاھیے۔۔ ,,no
اس اینکر کو چینل والے پوچھی… ,,no
جی نواز شرہف نے جناب کو ایجنسی سے اٹھواکر ٹھکائ لگوائ تھی لہذا نواز شریف کا احسان یاد ھے۔ سیٹھی صاحب۔کیا آپ نے عمرا… ,,no
یہ ہے پٹواریوں کی زبان جو آرمی چیف کی ملازمت میں توسیع پر بکواس کریں گے ۔۔ ,,no
زبان اندر رکھیں گے تو انہیں تکلیف ہو گی… ,,no
عمران نیازی سال مسلسل بکواس کرتا رہا کہ بیرون ملک پاکستانیوں کے ارب ڈالر پڑے ہیں اور حکومت میں آتے ہیں یہ پیس… ,,no
جدیدتحقیق سے ثابت ہوا ہے کہ جس دن آپ بکواس ترین حلیے میں ہوں اُسی دن محلے کی کسی خوبصورت حسینہ سے آپ کا آمنا سامنا… ,,no
پٹواری ایسی گندی نسل ہے ,,no
اگر آرمی چیف باجوا صاحب ریٹائرڈ ہوتا تو انہوں نے بکواس کرنی تھی ,,no
لیں جی ایک تو بھارت سے ڈر ک… ,,no
سسیلین مافیا پہ جج ارشد ملک کی مبینہ وڈیو کا سارا معاملہ الٹ پڑ گیا ۔ شہبازشریف نے مریم پہ اور مریم نے سارا معاملہ… ,,no
ہم دشمن پر سبقت رکھتے ہؤے بھی خاموش ہیں شائد اسی لئے ان ڈرپوکوں کو بکواس کرنے کی ہمت ہوئی ہے ,,no
پاکستان سے ہزاروں میل دور بیٹھی ثنا تتلی کی آنکھوں اور اس کے تاثرات آپ کو ملک سے محبت کا درس بھی ملے گا اور حوصلہ… ,,no
"کہاں ہیں پٹواری، کھوتا کھا کھا کہ ان کے دماغ بند ہو گئے ہوئے ہیں، لعنتی عورت صرف ٹویٹر پر بکواس ہی کر سکتی ہے، بڑی… ",,no
انکی بکواس بھی روکی جاے ,,no
ارشاد بھٹی وہ سیانا کوا ہے جو ہر ٹاک شو میں نون لیگ کے خلاف بکواس بھی کرتا ہے اور پھر ریٹ بڑھانے کے لئے سلیکٹڈ حکوم… ,,no
ہم نے سنا تھا پاک فوج پروفیشنل فورس ہے۔ ,,no
"مگر یہ جھوٹ تھا، یہ سب بکواس تھا ",,no
چوتیے اپنے مالکوں کی جیل سے چیخیں سن کر بھی تجھے عقل نہیں آئی ,,no
ٹٹے پوشی اتنی کر جتنی برداشت کرسکے ,,no
جتنا آپ کو بکواس کر کے ہوتا ,,no
مہینہ ہوا لاتعداد کمپلینٹ کے باوجود گھر کے قریب ٹاور میں زونگ فور جی ٹھیک نہیں ہوا۔ ,,no
فیصلہ کر لیا ہے کہ پانچوں میں س… ,,no
"ہم نہ کسی کے مذہب کو چھیڑتے ہے ناں اپنے مذہب پر بات سنتے ہیں ، لیکن اگر کوئی بلاوجہ ہمارے مذہب کے خلاف بکواس کرے تو… ",,no
کاش اج وہ زندہ ہوتا ,,no
دیکھیں حامد ماضی میں ایکسٹنشنز کے بارے میں جو کچھ میں نے کہا وہ نری بکواس تھی۔۔۔ ,,no
اوے حنزیر متہ کی اولاد۔۔بکواس نہ کر ,,no
انڈین کتوں کا بکواس کرنا سمجھ میں آتا ہے لیکن یہ پٹواری کیوں بھونک رہے ہیں؟؟؟؟ پٹواریوں اور لفافہ صح… ,,no
جس طرح پٹواری بکواس کر رہے ہیں اس طرح تو انڈین کتے بھی نہیں کر رہے بہت گھٹیاں سوچ ہے پٹواریوں کی۔… ,,no
خان صاحب خدا کے لئے عوام پر رحم آج کل ذرداری اینڈ نواز شریف مولانا ڈیزل ایسی مہم چلی ھے مہنگائی کے نام پر کہ عوام… ,,no
اوُئے گدھے کے منہ والے میجر اپنا یہ گٹھیا بکواس بند کر ۔ ,,no
اب یہ سارے احسان کی گردان بھونکیں گے ,,no
اس وقت بس سمجھ لو بکواس ہی تھی اب سہی فیصلہ کیا ہے۔ ,,no
میں بھی پنجابی سنی جٹ ہوں اگر اب کسی نے چیف صاحب کے بارے میں بکواس کی تو میں نے احتجاجاً شیخ کو آگ لگا دینی ہے ,,no
دیکھیں حامد ماضی میں ایکسٹنشنز کے بارے میں جو کچھ میں نے کہا وہ نری بکواس تھی۔ گود میں بیٹھا رہنے کے لیے یہ انتہائی ضروری ہے۔ ,,no
"بکواس بند کرو، چند لوگوں کی وجہ سے اس ملک کا ستیاناس کر دیا ہے، اتنے افسروں میں سے کوئی ایسا نہیں جو چیف بن سکے ",,no
احساس کریں بکواس نہ کریں ,,no
آج سے پہلے تک یہ بیغیرت نکما جھوٹا کوکینی کیا بکواس کرتا تھا لیکن آج اپنے آقا کو ایکسٹینشن دیکر بوٹ چاٹنے کی انت… ,,no
"اور کچھ ہوا ہو یا ناں، ایک سال میں ایک کام ضرور ہوا ہے، اب ہر غیر ملکی ائرپورٹ پر پاکستانیوں سے ایک ہی سوال ہوتا ہے… ",,no
اے دماغ سے پیدل ارسطو ,,no
"ارب ڈالرز کی بکواس تمھارے لُچے لیڈر کی اس کُڑی کے خسم کے پیو اسحاق ڈار نے کی تھی، جو کا… ",,no
مطلب کو مزید تین سال بوٹ پالش کرنے پڑیں گیں ,,no
نیازی عمران تو جتنی بکواس کرتا تھا تیرے ساتھ اس سے… ,,no
اندرونی و بیرونی بے غیرتوں کی بکواس شروع ہونے کو ہے۔ کیونکہ یہ فیصلہ ملک دشمنوں کے لئے موت ہے ,,no
ٹوئٹر پر بکواس کرنا بہت آسان ہے ,,no
سب بکواس ہے ,,no
کام کرنا سلیکٹڈ کے بس کی بات نہیں ہے اس سے بس کنٹینر والی بکواس سن لو جتنی مرضی ,,no
جو نام نہاد لنڈے کے صحافی اور خونی لبرلز دن رات راگ الاپتے کے فوج سارا بجٹ کھا جاتی اور ,,no
 فوجی اگر کام کرتا ہے تو… ,,no
پچھلے ایک سال میں ہینڈسم باندر نیازی نے اپوزیشن پر بکواس کرنے کے سوا کچھ نہ کیا پورے ایک سال میں صرف دس بل پیش ھوۓ… ,,no
آپکا زونگ g g کیسا چل رہا ہے۔ میرا تو بکواس چل رہا ہے بار کمپلینٹ کر چکا انباکس میں بولا کر خاموش ہو جاتے ہیں۔۔ ,,no
بابا جی کہتے ہیں پتر آجکل کے دور میں وہی انسان ثابت قدم رہتا ہے جو ہر کسی کی بکواس کو دل پے نا لے کیونکہ آجکل ہر دو… ,,no
بہن جی انہیں خواب میں بھی عرب ہی نظر آتے ہیں لحاظہ بکواس سنو ان کی بس ,,no
انہیں بھی دو دو لگا دو لیکن اس قوم کو بھی دو دو لگنی چاہئے کہ پوڈری سا بندہ اسی بات کو پکڑ کر پوری قوم کا پُھدو کاٹ… ,,no
کشیدگی میں کمی؟؟ کیا بکواس کر رہے ہو بھائی ,,no
اپنی بکواس بند رکھیں ,,no
آپ ان کے خون کے ایک قطرے کا بھی قرض نہیں چکا سکتے ,,no
جب کسی کو ایک بار اگنور کریں تو بکواس کرتا ہے جب زیادہ اگنور کرو تو زیادہ بکواس کرتا ہے ,,no
ہٹ گشتی دے بچے لن تیری ماں نو پہن دی کُس یاوا دلہ کاکو نو لون ای اپنی بکواس کول رکھ تو ایڈا باجی یاوا دانشور ,,no
کسی کشتی دیے زبان کو لگام دو ,,no
میرے فالور میں سب سے زیادہ پی ٹی آٸی والے شکر کوٸی ن لیگی نہیں کیونکہ ن لیگ والے میری فوج خلاف بکواس کرتے ہیں جب پی… ,,no
بھارت نے سالوں میں اتنی ہمت نہیں کی کہ کشمیر پر قابض ہو جاۓ اور پاکستان کو آنکھیں دکھاۓ اور اس طرح کی باتیں کرے… ,,no
